title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short,genre,highrating,RatedR
Being Julia,2004,104,18,7.2,1671,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,1,1,0,0,0,Comedy,Yes,R_rated
Belly,1998,96,10,4.5,1034,14.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,R,0,0,0,1,0,0,0,Drama,No,R_rated
Belly of the Beast,2003,91,18,4.2,638,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,R,1,0,0,0,0,0,0,Action,No,R_rated
Beloved,1998,172,53,5.6,1934,14.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,R,0,0,0,1,0,0,0,Drama,No,R_rated
Beowulf,1999,99,20,3.7,2058,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,R,1,0,0,0,0,0,0,Action,No,R_rated
Best Laid Plans,1999,92,7,6.3,1795,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Best in Show,2000,90,6,7.5,11790,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,24.5,14.5,PG-13,0,0,1,0,0,0,0,Comedy,Yes,Not_R_rated
Better Luck Tomorrow,2002,98,0.25,7.3,2697,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Beyond Borders,2003,127,35,5.4,1905,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,R,0,0,0,1,0,1,0,Drama,No,R_rated
Beyond Rangoon,1995,100,23,6.4,1285,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Beyond Re-Animator,2003,96,3,6.1,908,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,R,0,0,1,0,0,0,0,Comedy,Yes,R_rated
Beyond the Mat,1999,108,0.5,7.3,2243,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,R,0,0,0,0,1,0,0,Documentary,Yes,R_rated
Beyond the Sea,2004,118,24,6.7,1051,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,24.5,PG-13,0,0,0,1,0,0,0,Drama,Yes,Not_R_rated
Bicentennial Man,1999,132,100,6.2,8925,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,PG,0,0,0,1,0,1,0,Drama,Yes,Not_R_rated
"Big Bounce, The",2004,88,50,4.7,2505,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,0,0,Comedy,No,Not_R_rated
"Big Brass Ring, The",1999,104,7,5.4,271,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,R,0,0,0,1,0,0,0,Drama,No,R_rated
Big Bully,1996,90,15,4.2,781,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,PG,0,0,1,1,0,0,0,Comedy,No,Not_R_rated
Big Daddy,1999,93,34.2,5.9,18258,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,0,0,0,0,Comedy,No,Not_R_rated
Big Fat Liar,2002,88,15,5.5,2453,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,PG,0,0,1,0,0,0,0,Comedy,No,Not_R_rated
Big Fish,2003,125,70,8.1,31525,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,PG-13,0,0,1,1,0,0,0,Comedy,Yes,Not_R_rated
"Big Hit, The",1998,91,13,5.7,6206,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,R,1,0,1,0,0,0,0,Action,No,R_rated
"Big Lebowski, The",1998,117,15,8,50179,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,34.5,R,0,0,1,0,0,0,0,Comedy,Yes,R_rated
Big Momma's House,2000,98,30,4.7,7509,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,0,0,Comedy,No,Not_R_rated
"Big Tease, The",1999,86,4,6.1,670,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,R,0,0,1,0,0,0,0,Comedy,Yes,R_rated
Big Trouble,2002,85,40,6.4,4088,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,0,0,0,0,Comedy,Yes,Not_R_rated
Bigger Than the Sky,2005,106,0.75,7.3,32,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,34.5,PG-13,0,0,1,1,0,1,0,Comedy,Yes,Not_R_rated
Billy Elliot,2000,110,5,7.7,16725,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Birth,2004,100,20,6,2600,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,R,0,0,0,1,0,1,0,Drama,Yes,R_rated
Birthday Girl,2001,93,13,6.1,5340,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,1,1,0,1,0,Comedy,Yes,R_rated
Black Hawk Down,2001,142,90,7.6,32530,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,R,1,0,0,1,0,0,0,Action,Yes,R_rated
Black Knight,2001,95,50,4.1,3822,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,0,0,Comedy,No,Not_R_rated
Black and White,1999,98,10,5.2,1699,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,R,0,0,0,1,0,0,0,Drama,No,R_rated
Blade,1998,110,45,6.8,24372,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,R,1,0,0,0,0,0,0,Action,Yes,R_rated
Blade II,2002,108,55,6.6,17139,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,R,1,0,0,0,0,0,0,Action,Yes,R_rated
Blade: Trinity,2004,124,65,5.7,7439,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,R,1,0,0,0,0,0,0,Action,No,R_rated
Blast from the Past,1999,112,35,6.4,9483,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,1,0,1,0,Comedy,Yes,Not_R_rated
Blind Horizon,2003,99,5.1,5.5,801,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,R,0,0,0,1,0,0,0,Drama,No,R_rated
Blood Work,2002,110,50,6.3,5965,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Blood and Wine,1996,101,26,6,2134,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
"Blood, Guts, Bullets and Octane",1998,87,0.0073,5.3,285,14.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,R,1,0,1,0,0,0,0,Action,No,R_rated
Bloody Sunday,2002,107,5,7.6,2388,4.5,4.5,4.5,4.5,4.5,4.5,14.5,34.5,14.5,14.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Blow,2001,124,30,7.1,18670,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Blue Crush,2002,104,30,5.7,4791,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,PG-13,0,0,0,1,0,1,0,Drama,No,Not_R_rated
Blue Hill Avenue,2001,120,1.2,6.6,85,4.5,0,0,4.5,4.5,14.5,14.5,14.5,14.5,24.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Blues Brothers 2000,1998,123,28,4.5,5267,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,0,0,Comedy,No,Not_R_rated
Boat Trip,2002,97,20,4.5,2991,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,R,0,0,1,0,0,0,0,Comedy,No,R_rated
Bogus,1996,110,32,5,1007,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,PG,0,0,1,1,0,0,0,Comedy,No,Not_R_rated
Boiler Room,2000,118,9,6.8,8586,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Bon voyage,2003,115,20,7.2,1061,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG-13,0,0,1,1,0,0,0,Comedy,Yes,Not_R_rated
"Bone Collector, The",1999,118,48,6.2,17766,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Boogeyman,2005,89,20,4.1,2055,24.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,14.5,PG-13,0,0,0,1,0,0,0,Drama,No,Not_R_rated
Boogie Nights,1997,156,15,7.6,27380,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
"Boot, Das",1981,216,14,8.5,28920,4.5,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,34.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
"Borrowers, The",1997,89,29,5.6,1457,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,PG,0,0,1,0,0,0,0,Comedy,No,Not_R_rated
Bounce,2000,106,35,5.8,5390,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,0,0,0,1,0,1,0,Drama,No,Not_R_rated
Bound,1996,109,4.5,7.5,11911,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,R,0,0,0,0,0,1,0,Romance,Yes,R_rated
"Bourne Identity, The",2002,119,75,7.3,29871,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,PG-13,1,0,0,1,0,0,0,Action,Yes,Not_R_rated
"Bourne Supremacy, The",2004,108,75,7.3,19878,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG-13,1,0,0,1,0,0,0,Action,Yes,Not_R_rated
Bowfinger,1999,97,55,6.4,15000,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,0,0,0,0,Comedy,Yes,Not_R_rated
Bowling for Columbine,2002,120,4,8.5,36747,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,R,0,0,1,1,1,0,0,Comedy,Yes,R_rated
Boys Don't Cry,1999,118,2,7.6,14456,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Boys and Girls,2000,94,16,4.9,3483,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,1,0,1,0,Comedy,No,Not_R_rated
"Brady Bunch Movie, The",1995,90,12,5.6,4636,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,PG-13,0,0,1,0,0,0,0,Comedy,No,Not_R_rated
Braveheart,1995,177,53,8.3,92437,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,R,1,0,0,1,0,0,0,Action,Yes,R_rated
"Bread, My Sweet, The",2001,105,0.6,6.8,257,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,PG-13,0,0,0,1,0,1,0,Drama,Yes,Not_R_rated
Break Up,1998,100,9,5.1,393,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,R,0,0,0,1,0,0,0,Drama,No,R_rated
Breakdown,1997,95,36,6.7,7099,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,R,1,0,0,0,0,0,0,Action,Yes,R_rated
Breakfast of Champions,1999,110,12,4.2,2250,14.5,4.5,14.5,4.5,14.5,14.5,4.5,4.5,4.5,4.5,R,0,0,1,0,0,0,0,Comedy,No,R_rated
Breathing Room,1996,90,0.5,4,39,14.5,14.5,4.5,14.5,4.5,14.5,14.5,14.5,4.5,4.5,R,0,0,1,0,0,1,0,Comedy,No,R_rated
"Breed, The",2001,91,4,4.7,582,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,R,1,0,0,0,0,0,0,Action,No,R_rated
Bride & Prejudice,2004,122,7,6.3,1503,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,24.5,PG-13,0,0,1,0,0,1,0,Comedy,Yes,Not_R_rated
Bride of Chucky,1998,89,25,5.2,4449,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,R,0,0,1,0,0,0,0,Comedy,No,R_rated
Bride of the Wind,2001,99,12,5.2,201,4.5,4.5,4.5,14.5,14.5,14.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,0,0,Drama,No,R_rated
Bridge of Dragons,1999,95,4,3.7,373,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,R,1,0,0,0,0,1,0,Action,No,R_rated
"Bridges of Madison County, The",1995,135,22,6.9,7633,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,PG-13,0,0,0,1,0,1,0,Drama,Yes,Not_R_rated
Bridget Jones's Diary,2001,97,26,7,24791,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,1,0,0,1,0,Comedy,Yes,R_rated
Bridget Jones: The Edge of Reason,2004,108,70,5.7,6636,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,14.5,R,0,0,1,1,0,1,0,Comedy,No,R_rated
Brigham City,2001,119,1,7.1,405,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,PG-13,0,0,0,1,0,0,0,Drama,Yes,Not_R_rated
Bring It On,2000,98,10,6.1,11784,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,0,0,0,0,Comedy,Yes,Not_R_rated
Bringing Down the House,2003,105,35,5.6,6501,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,PG-13,0,0,1,0,0,0,0,Comedy,No,Not_R_rated
Bringing Out the Dead,1999,121,32,6.7,13989,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Broken Arrow,1996,108,65,5.7,14415,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,1,0,0,0,0,0,0,Action,No,R_rated
Broken Vessels,1998,90,0.6,6.1,223,4.5,4.5,4.5,4.5,14.5,14.5,24.5,24.5,4.5,4.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Brooklyn Bound,2004,90,0.07,4.2,30,4.5,4.5,4.5,4.5,4.5,0,0,4.5,14.5,64.5,R,0,0,0,1,0,0,0,Drama,No,R_rated
"Brother from Another Planet, The",1984,106,0.3,6.7,1133,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,1,1,0,0,0,Comedy,Yes,R_rated
"Brothers McMullen, The",1995,98,0.0238,6.4,2325,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,R,0,0,1,1,0,0,0,Comedy,Yes,R_rated
Brown Sugar,2002,109,8,5.9,941,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,PG-13,0,0,1,1,0,1,0,Comedy,No,Not_R_rated
Bruce Almighty,2003,101,81,6.4,23905,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,0,0,1,0,Comedy,Yes,Not_R_rated
Bruno,2000,108,10,6,295,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,24.5,PG-13,0,0,1,1,0,0,0,Comedy,Yes,Not_R_rated
"Brylcreem Boys, The",1998,106,6,6,199,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,4.5,14.5,PG-13,0,0,0,1,0,1,0,Drama,Yes,Not_R_rated
Bubba Ho-tep,2002,92,1,7.5,7142,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,R,0,0,1,0,0,0,0,Comedy,Yes,R_rated
Bubble Boy,2001,84,13,5.1,2904,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,PG-13,0,0,1,1,0,1,0,Comedy,No,Not_R_rated
Buffalo '66,1998,110,1.5,7.2,6652,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,R,0,0,1,1,0,0,0,Comedy,Yes,R_rated
Buffalo Soldiers,2001,98,15,7,3753,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,R,0,0,1,1,0,0,0,Comedy,Yes,R_rated
Bug Buster,1998,93,8.5,2.9,268,34.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,PG-13,1,0,1,0,0,0,0,Action,No,Not_R_rated
Bulletproof Monk,2003,104,52,5.2,5405,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,PG-13,1,0,1,0,0,0,0,Action,No,Not_R_rated
But I'm a Cheerleader,1999,85,1.2,6.2,3897,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,R,0,0,1,1,0,1,0,Comedy,Yes,R_rated
"Butterfly Effect, The",2004,120,13,7.6,22975,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
C'era una volta il West,1968,158,5,8.7,17241,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,44.5,PG-13,0,0,0,1,0,0,0,Drama,Yes,Not_R_rated
CQ,2001,91,7,6.4,1315,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,R,0,0,1,1,0,0,0,Comedy,Yes,R_rated
"Cable Guy, The",1996,96,47,5.5,16266,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,PG-13,0,0,1,1,0,0,0,Comedy,No,Not_R_rated
Cafe Society,1995,104,3.5,5.7,137,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,R,0,0,0,1,0,0,0,Drama,No,R_rated
Can't Be Heaven,2000,94,2,5.7,104,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,34.5,PG,0,0,1,1,0,1,0,Comedy,No,Not_R_rated
Can't Hardly Wait,1998,101,10,6.2,8191,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,PG-13,0,0,1,0,0,1,0,Comedy,Yes,Not_R_rated
Cape Fear,1991,128,35,7.1,15585,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Captain Corelli's Mandolin,2001,131,57,5.9,5281,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,1,0,Drama,No,R_rated
Carandiru,2003,147,6,7.7,1608,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Carpool,1996,89,17,4.5,829,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,PG,0,0,1,0,0,0,0,Comedy,No,Not_R_rated
Casino,1995,176,52,7.8,27234,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Casper,1995,100,55,5.6,8798,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,PG,0,0,1,0,0,0,0,Comedy,No,Not_R_rated
Cast Away,2000,143,90,7.3,34580,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,PG-13,0,0,0,1,0,0,0,Drama,Yes,Not_R_rated
"Cat in the Hat, The",2003,82,109,3.2,4997,44.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,PG,0,0,1,0,0,0,0,Comedy,No,Not_R_rated
Catch Me If You Can,2002,141,52,7.6,39915,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,4.5,PG-13,0,0,0,1,0,0,0,Drama,Yes,Not_R_rated
Catch That Kid,2004,91,18,4.5,598,14.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,PG,1,0,1,0,0,0,0,Action,No,Not_R_rated
Cats & Dogs,2001,87,60,5.4,6487,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,PG,0,0,1,0,0,0,0,Comedy,No,Not_R_rated
Catwoman,2004,104,85,3.4,8815,34.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,PG-13,1,0,0,0,0,0,0,Action,No,Not_R_rated
Cecil B. DeMented,2000,87,10,6,3464,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,R,0,0,1,0,0,0,0,Comedy,Yes,R_rated
Celebrity,1998,113,12,6.1,4820,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,R,0,0,1,0,0,0,0,Comedy,Yes,R_rated
Cellular,2004,94,25,6.4,6182,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,PG-13,1,0,0,0,0,0,0,Action,Yes,Not_R_rated
Chain Reaction,1996,106,55,5.1,5936,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,PG-13,1,0,0,1,0,0,0,Action,No,Not_R_rated
Chain of Fools,2000,96,20,6.1,845,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,R,0,0,1,0,0,0,0,Comedy,Yes,R_rated
Chairman of the Board,1998,95,10,2.6,666,44.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,PG-13,0,0,1,0,0,0,0,Comedy,No,Not_R_rated
"Chamber, The",1996,113,50,5.7,2540,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,R,0,0,0,1,0,0,0,Drama,No,R_rated
Changing Habits,1997,95,1.2,5.5,134,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,1,1,0,0,0,Comedy,No,R_rated
Changing Lanes,2002,99,45,6.6,12779,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,4.5,4.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Charlie,2004,94,5,5,141,14.5,4.5,4.5,4.5,4.5,14.5,4.5,4.5,4.5,24.5,R,0,0,0,1,0,0,0,Drama,No,R_rated
Charlie's Angels,2000,94,92,5.8,25705,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,PG-13,1,0,1,0,0,0,0,Action,No,Not_R_rated
Charlie's Angels: Full Throttle,2003,107,120,5,13990,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,1,0,1,0,0,0,0,Action,No,Not_R_rated
Charlotte Sometimes,2002,85,0.08,4.6,555,24.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,34.5,R,0,0,0,1,0,0,0,Drama,No,R_rated
Charly,2002,103,0.95,5.5,149,4.5,4.5,4.5,0,4.5,4.5,14.5,14.5,14.5,44.5,PG,0,0,1,1,0,1,0,Comedy,No,Not_R_rated
Chasing Amy,1997,111,0.25,7.6,32141,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,R,0,0,1,1,0,1,0,Comedy,Yes,R_rated
Chasing Liberty,2004,111,23,5.7,1911,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,14.5,PG-13,0,0,1,0,0,1,0,Comedy,No,Not_R_rated
Cheaper by the Dozen,2003,98,40,5.8,5977,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,14.5,PG,0,0,1,1,0,0,0,Comedy,No,Not_R_rated
Cherish,2002,99,1.5,6.5,743,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,1,1,0,0,0,Comedy,Yes,R_rated
Cherry Falls,2000,92,14,4.9,2165,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,R,0,0,1,0,0,0,0,Comedy,No,R_rated
Chicago,2002,113,45,7.5,34933,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,PG-13,0,0,1,1,0,0,0,Comedy,Yes,Not_R_rated
Children On Their Birthdays,2002,102,10,6,163,24.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,PG,0,0,0,1,0,0,0,Drama,Yes,Not_R_rated
Chill Factor,1999,101,34,5,2542,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,R,1,0,1,0,0,0,0,Action,No,R_rated
Chopin. Pragnienie milosci,2002,134,3.5,4,55,4.5,14.5,4.5,14.5,4.5,14.5,14.5,4.5,0,14.5,R,0,0,0,1,0,1,0,Drama,No,R_rated
Christmas with the Kranks,2004,98,60,4.5,1520,14.5,4.5,14.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,PG,0,0,1,0,0,0,0,Comedy,No,Not_R_rated
"Chronicles of Riddick, The",2004,135,110,6.2,11438,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,PG-13,1,0,0,0,0,0,0,Action,Yes,Not_R_rated
Chuck&Buck,2000,96,0.25,6.6,1919,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,1,1,0,0,0,Comedy,Yes,R_rated
Ciao America,2002,100,5,4.8,27,14.5,4.5,0,4.5,14.5,4.5,0,4.5,14.5,44.5,R,0,0,1,1,0,1,0,Comedy,No,R_rated
Cidade de Deus,2002,135,3.3,8.7,25964,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,44.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
"Cider House Rules, The",1999,126,24,7.5,18950,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,PG-13,0,0,0,1,0,1,0,Drama,Yes,Not_R_rated
"Cinderella Story, A",2004,95,20,4.9,2755,14.5,4.5,4.5,4.5,4.5,14.5,4.5,4.5,4.5,24.5,PG,0,0,1,0,0,1,0,Comedy,No,Not_R_rated
City Hall,1996,111,40,6.1,4381,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
City by the Sea,2002,108,60,6.3,4886,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
City of Angels,1998,114,55,6.2,15333,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,PG-13,0,0,0,1,0,1,0,Drama,Yes,Not_R_rated
